GeneID	PubMed_ID	Disease_Mondo_ID	TF_IDs
7157	12048243	MONDO_0009612,MONDO_0017883,MONDO_0005290,MONDO_0005076	SP1, YY1, LBP-1, Elk-1, E2F, HMGI(Y), NF-Y, USF, NF-IL6, STAT, AP1, CDP, E12
7157	12049739	MONDO_0009776, MONDO_0009943	p53, ETS-1, SP-1, YY1
7157	12051912	MONDO:0005072, MONDO:0005301, MONDO:0005543, MONDO:0005303	My apologies, but I am unable to access the content of specific papers such as the one with pubmed ID 12051912. Would you like me to provide information on the gene ID 7157 from another source?
7157	12060398	MONDO:0005361, MONDO:0017885, MONDO:0005086	CREB1, E2F4, SP1, NFYB
7157	12062821	MONDO_0014056,MONDO_0015180,MONDO_0005308,MONDO_0005265,MONDO_0005208,MONDO_0003982,MONDO_0011008,MONDO_0016625,MONDO_0005298,MONDO_0005170	ELK-1, Elk-1, SAP-1, p62
7157	12064478	MONDO_0019532, MONDO_0003640, MONDO_0009819.	ELK-1, ELK-1, NF-kappaB, Sp1
7157	12065086	MONDO_0019653, MONDO_0009183, MONDO_0009267, MONDO_0008067, MONDO_0008186, MONDO_0009803, MONDO_0004547	SP1, GATA2, TAL1, USF1, USF2, CTCF, NRF-1
7157	12068014	MONDO:0005148, MONDO:0005243	No TFs directly associated with the gene ID 7157 were mentioned in the paper with pubmed ID 12068014.
7157	12071291	MONDO_0010665, MONDO_0006299, MONDO_0002351, MONDO_0015026, MONDO_0004977	MZF1.
7157	12071847	MONDO:0006041, MONDO:0006750	TCF-1, p300, c-Jun, PU.1, c-Myb
7157	12073053	MONDO:0005272, MONDO:0005276, MONDO:0005611	NFYB,MYOG,NFYA
7157	12077306	MONDO_0002521, MONDO_0018899, MONDO_0004361, MONDO_0019093	SP1, YY1
7157	12077343	MONDO:0004532, MONDO:0005301, MONDO:0008346, MONDO:0016832, MONDO:0019300, MONDO:0019591, MONDO:0020091, MONDO:0020109	ELK1, MZF1
7157	12080066	MONDO:0003553, MONDO:0002903, MONDO:0002045	CTCF, E2F1, YY1, SP1
7157	12080348	MONDO:0000266, MONDO:0002079, MONDO:0005253	MYC,TAL1-BETA,MAZ,KLF6,NFAT485,SP3,HNF4,HNF1,CREB,YY1.
			
These are the transcription factors mentioned in the paper with pubmed ID 12080348 that are directly associated with the gene ID 7157.			
7157	12082526	MONDO_0004464,MONDO_0005011,MONDO_0001043,MONDO_0016393,MONDO_0003365,MONDO_0005031,MONDO_0005593,MONDO_0006099,MONDO_0009146,MONDO_0011382,MONDO_0011144,MONDO_0005337,MONDO_0007087,MONDO_0016384,MONDO_0008942,MONDO_0005268,MONDO_0009963,MONDO_0005090,MONDO_0006395	SP1, ARNT, HNF4, PAX5, MEF-2, TCF-1, E2F, CREB, AP-2, CP2
7157	12082529	MONDO:0007455, MONDO:0008279	SP1, SP3, YY1, EGR1
7157	12082592	MONDO:0006770, MONDO:0007250, MONDO:0008153, MONDO:0008283	E2F1, ETS1, GATA1, SP1, SP3, TBP, YY1
7157	12082608	MONDO:0005359, MONDO:0005543, MONDO:0007965, MONDO:0001076, MONDO:0001257, MONDO:0017666, MONDO:0008180, MONDO:0005272, MONDO:0002101	EGR1, SP1, GATA3, CEBPB.
7157	12082615	MONDO:0003666, MONDO:0006999, MONDO:0008383	E2F1, E2F6, E2F4
7157	12082636	MONDO_0007256,MONDO_0005002,MONDO_0005055	SP1, AP1, AP4, SREBP-1, GR, YY1
7157	12084347	MONDO:0000544, MONDO:0001105, MONDO:0010150, MONDO:0016276	NFY, SP1, NRF-1
7157	12084746	MONDO_0003635, MONDO_0005321, MONDO_0011054	TP53, GATA3, MYB, BATF, STAT1, IRF1, JUN, EGR1, SP1, NFATC2
7157	12085209	MONDO:0005267, MONDO:0007740, MONDO:0005194, MONDO:0007979, MONDO:0007811	AP-2, Sp1, USF1, E2F-1, SMAD, NRF-1, NRF-2, GA-BP, SP-1
7157	12089322	MONDO_0005573,MONDO_0018712,MONDO_0007034,MONDO_0019069,MONDO_0018663,MONDO_0019144,MONDO_0018831	RXRA, PPARG, CEBPA, CEBPD, STAT3
7157	12091386	MONDO:0006657, MONDO:0002014, MONDO:0001651, MONDO:0005272	ELK1, SP1, YY1
7157	12093899	MONDO_0007455, MONDO_0006150, MONDO_0007256, MONDO_0006324, MONDO_0004976, MONDO_0005382, MONDO_0007457, MONDO_0005309, MONDO_0007182, MONDO_0006795, MONDO_0002081, MONDO_0004986, MONDO_0002091, MONDO_0005058	ELK1, c-Jun, STAT3
7157	12096336	MONDO_0009968, MONDO_0009878, MONDO_0013429	SP1, SP3, USF1
7157	12096338	MONDO_0017881,MONDO_0019174,MONDO_0019176,MONDO_0001388,MONDO_0011662,MONDO_0010150	E2A, E12, E47
7157	12099684	MONDO_0002897, MONDO_0002982, MONDO_0005168, MONDO_0004969	PPARG, HNF4A
7157	12101184	MONDO:0005279, MONDO:0017887, MONDO:0017889	c-Myc, E2F1, E2F4
7157	12101417	MONDO:0005071, MONDO:0008473, MONDO:0024505, MONDO:0024507, MONDO:0024508, MONDO:0024509, MONDO:0024511	PU1, C/EBPbeta, C/EBPalpha, c-Myc
7157	12101418	MONDO_0007256,MONDO_0005267,MONDO_0017889,MONDO_0002997,MONDO_0017888,MONDO_0008303,MONDO_0000161,MONDO_0010150,MONDO_0015280,MONDO_0009830,MONDO_0006484,MONDO_0006906	FOXL2, WT1
7157	12105992	MONDO:0005307, MONDO:0007460, MONDO:0014901, MONDO:0004975	E2F1, Fos, Jun, Myc
7157	12107116	MONDO_0000250,MONDO_0000103,MONDO_0018877	AP-2, c-Jun, Fra-2, ATF3
7157	12110584	MONDO:0005267, MONDO:0001746, MONDO:0005275, MONDO:0008696, MONDO:0005290, MONDO:0011578	E2F-1, E2F-2, E2F-3, E2F-4, E2F-5
7157	12110597	MONDO_0019065, MONDO_0019061, MONDO_0010829	E2F-1, Sp1, Sp3, E2F-4
7157	12112314	MONDO_0001227, MONDO_0018874, MONDO_0004605	ELK1, NFκB, SP1
7157	12115545	MONDO:0005297, MONDO:0004929, MONDO:0004541, MONDO:0004487, MONDO:0004551, MONDO:0005212	E2F1, E2F4.
7157	12119414	MONDO:0007455, MONDO:0005625, MONDO:0007186, MONDO:0007354, MONDO:0005090, MONDO:0010866	ELK1, GABP, NFI, SP1
7157	12124396	MONDO:0005301, MONDO:0007915, MONDO:0006324	E2F1, E2F2, E2F3, E2F4, E2F5, E2F6, E2F7, E2F8, DP1, DP2
7157	12127401	MONDO_0008198,MONDO_0015429,MONDO_0005090,MONDO_0005737,MONDO_0008694,MONDO_0008315,MONDO_0005875,MONDO_0007446	ETS1, GATA2
7157	12127695	MONDO:0002106, MONDO:0007915	ELK1, STAT3, SP1
7157	12135983	MONDO:0005245, MONDO:0001824, MONDO:0005358, MONDO:0017880, MONDO:0005359	SP1, TFCP2, ETS1, GABPA
7157	12136132	MONDO:0001633, MONDO:0002076, MONDO:0010326	SP1, NRF1, TFAP2A, ELK1, TCF-1, USF, PNR, OCT1, NRF-1, SP1, CTF/NF1.
7157	12136662	MONDO_0002252, MONDO_0003718, MONDO_0005350, MONDO_0020193	EGR1, EGR2, NFKB1, NR4A2, SP1.
7157	12138177	MONDO:0017887, MONDO:0002063	Stat1
7157	12138209	MONDO_0014056,MONDO_0005267,MONDO_0006099,MONDO_0011074,MONDO_0015453,MONDO_0010119	ETS1, JUND, TP53, SP1
7157	12144687	MONDO:0004979, MONDO:0008761, MONDO:0011575	E2F1, USF1, USF2
7157	12144822	MONDO:0007032, MONDO:0007237, MONDO:0013099	STAT2, p48 (ISGF3G)
7157	12145207	MONDO_0007162, MONDO_0007915, MONDO_0005291	EGR1, GATA1, SP1, PU.1, C/EBP, CREB, YY1
7157	12145320	MONDO_0000243, MONDO_0017883, MONDO_0020262	E2F1, GATA4, HAND1, MYOD1, NFATC2, TBX5
7157	12151395	MONDO:0019030, MONDO:0008554, MONDO:0005090	E2F-1, E2F-2, E2F-3, Sp1, Sp3
7157	12154087	MONDO:0007256, MONDO:0007324, MONDO:0007915	SP1, TBP, CREB1, YY1, USF, NF1, NFY, AP2, CEBP, OHIOFACT1, PROP1
7157	12154097	MONDO:0004914, MONDO:0007773	EGR1, ETS1, AP1, ELK1, SP1
7157	12160929	MONDO_0017099, MONDO_0001542, MONDO_0018805	SP1, JUN, FOS, NFATC2, NFAT1, RELA, SP3, MYC, CREB1
7157	12161031	MONDO_0007256, MONDO_0005076, MONDO_0005586	SP1, PEA3, USF-1, GR, C/EBP, HIF-1, NFKB, CREB, NFIL3, PR, Evi-1
7157	12161427	MONDO:0005293, MONDO:0017888, MONDO:0005586, MONDO:0010171, MONDO:0019336	EGR1, SP1, YY1
7157	12162806	MONDO:0005158, MONDO:0004023, MONDO:0005296, MONDO:0005384, MONDO:0005375	NF-kappaB, CREB-1, CBP, c-Jun.
7157	12163498	MONDO:0005175, MONDO:0017924.	SP1, GATA1, NFkB, STAT3
7157	12164325	MONDO_0001243, MONDO_0003431, MONDO_0015079	EGR1, SP1
7157	12164929	MONDO:0004979, MONDO:0003093, MONDO:0014059, MONDO:0014569, MONDO:0015805, MONDO:0009475	E2F4, SP1.
7157	12165799	MONDO:0004979, MONDO:0005360, MONDO:0006063, MONDO:0006256, MONDO:0008315, MONDO:0017880.	EGR1, ETS1, SP1, SP3, YY1
7157	12167711	MONDO_0004992,MONDO_0006970,MONDO_0015531	E2F1, Ets-2, YY1
7157	12167722	MONDO:0008191, MONDO:0003918, MONDO:0008800, MONDO:0007256, MONDO:0009652, MONDO:0010692	CREB1, HIF1A
7157	12168882	MONDO_0005045,MONDO_0005090,MONDO_0002415,MONDO_0002076,MONDO_0018046,MONDO_0009377,MONDO_0008353,MONDO_0006093	SP1, CREB1, YY1
7157	12168898	MONDO_0005036,MONDO_0005305,MONDO_0016297,MONDO_0002576,MONDO_0021008,MONDO_0019282,MONDO_0005409	TFs directly associated with gene ID 7157 in the paper with pubmed ID 12168898 are: SP1, SP3, YY1, MYOD1
7157	12168936	MONDO_0010613, MONDO_0009138, MONDO_0006142, MONDO_0005027	EGR2, FOXO1, PPARgamma
7157	12169206	MONDO:0007196, MONDO:0005172, MONDO:0006666	EGR-1, EGR-2
7157	12170762	MONDO_0014053, MONDO_0015025, MONDO_0000342	SP1, ELK1, YY1
7157	12171773	MONDO:0005171, MONDO:0007915, MONDO:0007183, MONDO:0019445	ETS2, ARNT, PAX6
7157	12172011	MONDO_0007256, MONDO_0007256, MONDO_0007256, MONDO_0006127, MONDO_0014410, MONDO_0006127, MONDO_0007256, MONDO_0006127	Jun, FRA-1, FRA-2, c-Jun
7157	12172977	MONDO:0012756, MONDO:0010279	AP-1, E2F, NF-κB, Sp1
7157	12174591	MONDO:0007536, MONDO:0014523, MONDO:0007915, MONDO:0014257, MONDO:0015450	E2F, Sp1, STAT.
7157	12174820	MONDO_0007040, MONDO_0002023, MONDO_0004215, MONDO_0005271	NFKB1, ELF1, SP1, ELK1
7157	12174901	MONDO_0007256, MONDO_0003845, MONDO_0004972, MONDO_0004980	YY1, E2F1, E2F4, E2F6, Sp1
7157	12174951	MONDO:0005245, MONDO:0006384, MONDO:0005543, MONDO:0010953	GATA3, STAT1, STAT6, STAT4
7157	12175902	MONDO_0002315, MONDO_0009937, MONDO_0009163, MONDO_0010322, MONDO_0009870, MONDO_0011231	AP-2, E2F-1, DP-2,DP-1, E2F-4
7157	12186903	MONDO:0005198, MONDO:0004976, MONDO:0019898, MONDO:0007137, MONDO:0010150, MONDO:0005059, MONDO:0007455	SP1, JUN, NFE2L2, REST, ELK-1
7157	12190289	MONDO_0007032, MONDO_0007033, MONDO_0007256	NFKB1, RELA
7157	12194286	MONDO:0007793, MONDO:0004555	The transcription factors directly associated with the gene ID 7157 in the paper with pubmed ID 12194286 are: SP1, YY1, NF-Y, CP2, PU.1, AP-2alpha, E47.
7157	12198151	MONDO:0005072, MONDO:0003774	SP1, RUNX1
7157	12203124	MONDO:0008473, MONDO:0010613, MONDO:0008535, MONDO:0008536, MONDO:0008549, MONDO:0008550, MONDO:0008920, MONDO:0002188, MONDO:0007455, MONDO:0010698, MONDO:0015180, MONDO:0008543, MONDO:0008544, MONDO:0018988, MONDO:0019658.	FOXA2, FOXA2, FOXA2
7157	12203403	MONDO:0004992, MONDO:0010090, MONDO:0007354	NFY, SP1
7157	12208736	MONDO:0017887, MONDO:0005546, MONDO:0003955, MONDO:0005170	TFs directly associated with the gene ID 7157 in the paper with pubmed ID 12208736 are E2F1.
7157	12209584	MONDO_0001562, MONDO_0005391, MONDO_0007323	SP1, MYC, AP2, ETF, KROX
7157	12209590	MONDO_0000071, MONDO_0004932, MONDO_0017886	ELK1, HIF1A, JUN, MAX, MYC, NFE2L2, SPI1, STAT3
7157	12209989	MONDO_0005171, MONDO_0018874, MONDO_0007465, MONDO_0019187, MONDO_0012339	E2F1, E2F4, pRb, Sp1
7157	12217802	MONDO:0009459, MONDO:0009061	EGR1, TFAP2A, SP1
7157	12221910	MONDO:0001583, MONDO:0005945, MONDO:0005856	ELK1, SREBP1, ATF-2, Oct-1, Sp1, NF-kappaB, STAT3
7157	12226108	MONDO:0007256, MONDO:0006126	E2F1, E2F3, E2F4
7157	12232053	MONDO:0005267, MONDO:0005012, MONDO:0004966	ELK1, GATA1, MZF1
7157	12234998	MONDO:0005278, MONDO:0005543	EGR1, Sp1
7157	12235242	MONDO:0007536, MONDO:0002616, MONDO:0017889, MONDO:0017887, MONDO:0017880	ELK1, SP1, SP3
7157	12242109	MONDO_0007254, MONDO_0008357, MONDO_0006314	BRCA1, ELK1, SP1, SP3
7157	12242661	MONDO:0005359, MONDO:0002023, MONDO:0001916	E2F, Sp1.
7157	12270344	MONDO:0008147, MONDO:0009214, MONDO:0010150	CREB1, CREBL2
7157	12324474	MONDO_0018803,MONDO_0009143,MONDO_0002464,MONDO_0008470	EGR-1, SP1
7157	12324477	MONDO_0005267, MONDO_0005170, MONDO_0005301	FOXA2, NR1H4, HNF4A, RXRA, HNF1A
7157	12351827	MONDO_0007992, MONDO_0008113, MONDO_0017550, MONDO_0002093	NFKB1, STAT3
7157	12355087	MONDO:0001621, MONDO:0001708, MONDO:0001751, MONDO:0001816, MONDO:0002118, MONDO:0002574	ELK1, ATF2
7157	12365037	MONDO:0005270, MONDO:0005301, MONDO:0005550, MONDO:0005812	NFIA, NFIB, NFIC
7157	12367518	MONDO_0018638, MONDO_0007924	CREB1, CTNNB1, E2F1, IRF1, NFkB, Pax5, SP1, STAT3, STAT6, YY1
7157	12368717	MONDO_0007256, MONDO_0015090	SP1, E2F-1
7157	12370303	MONDO_0012758, MONDO_0019837	NFKB1,STAT1,STAT3.
7157	12370812	MONDO_0017882, MONDO_0019963, MONDO_0012392, MONDO_0014115, MONDO_0013740, MONDO_0007915	SP1, CEBPbeta, Oct1, YY1, Upstream stimulatory factor 1
7157	12372430	MONDO_0007254, MONDO_0007256, MONDO_0008158	JUN, FOS, ATF3
7157	12372616	MONDO:0007857, MONDO:0018711	E2F4, MZF1, Sp1
7157	12374798	MONDO_0000992,MONDO_0000423,MONDO_0015825,MONDO_0008827,MONDO_0009588,MONDO_0002986	NFYB, SP1, SP3, YY1, ZEB1
7157	12376521	MONDO:0002125, MONDO:0007256, MONDO:0004908, MONDO:0007254	TFs directly associated with gene ID 7157 in the paper with pubmed ID 12376521 are: TP53, MYC
7157	12379483	MONDO:0007455, MONDO:0007456, MONDO:0008046, MONDO:0005080, MONDO:0008672, MONDO:0005276	EGR1, TAL1, GATA2, STAT3, STAT5A
7157	12379854	MONDO:0005265, MONDO:0002046, MONDO:0005354, MONDO:0001823	On the paper with pubmed ID 12379854, the transcription factors (TFs) directly associated with gene ID 7157 are: E2F1, E2F4, E2F6.
7157	12380307	MONDO:0007036, MONDO:0004976, MONDO:0007017, MONDO:0007444	ELK1, SP1, FKHR, p53
7157	12381304	MONDO_0002037,MONDO_0007796,MONDO_0004950	SPI1, FLI1, ELK1, GATA1, NRF1, CREB1, CEBPB
7157	12383858	MONDO:0005301, MONDO:0005298, MONDO:0005289, MONDO:0005265, MONDO:0007171	EGR1, SP1
7157	12384512	MONDO:0005049, MONDO:0014059, MONDO:0016575, MONDO:0007167	E2F1, STAT3, STAT1, Sp1, C/EBP, NRF1.
7157	12384701	MONDO:0007455, MONDO:0010066, MONDO:0005739	SP1, YY1, E2F2, ATF1
7157	12386810	MONDO_0014056, MONDO_0010016	SPI1, CEBPA, GABPA
7157	12386819	MONDO:0005090, MONDO:0010176	SP-1,SP-3,PDX-1
7157	12388558	MONDO:0005090, MONDO:0005098, MONDO:0005099, MONDO:0004992, MONDO:0005097	SP-1, USF-1, USF-2, NF-κB, STAT-3
7157	12388812	MONDO_0004984,MONDO_0007585,MONDO_0005334	FOXM1, MYB, E2F1, ETS1, SP1
7157	12392301	MONDO:0007198, MONDO:0009061, MONDO:0007502	SP1, NRF-1, YY1, CREB-1
7157	12393814	MONDO:0005279, MONDO:0005075, MONDO:0005574, MONDO:0007276	ETS1, SP1, YB-1, YY1
7157	12393879	MONDO:0005395, MONDO:0011350, MONDO:0006210, MONDO:0007256	YY1, E2F-1, E2F-2
7157	12393902	MONDO:0004976, MONDO:0004144, MONDO:0010009	SP1, NFIC, MXI1, MAZ, ZBTB17, RRAD, MYOI, AP1, USF1, ATF2
7157	12397361	MONDO:0005304, MONDO:0011117	AP-1, MEF2, NF-Y, SP1
7157	12397362	MONDO:0008187, MONDO:0005512, MONDO:0010591, MONDO:0005036, MONDO:0010093, MONDO:0011580, MONDO:0010704, MONDO:0009497, MONDO:0010150, MONDO:0006970, MONDO:0007455, MONDO:0006503	NFATC4, SP1, STAT1
7157	12403781	MONDO:0005148, MONDO:0007256, MONDO:0019573	EGR1, SP1
7157	12404120	MONDO_0010613, MONDO_0011011, MONDO_0007983, MONDO_0007455, MONDO_0012472, MONDO_0010180, MONDO_0010678, MONDO_0010787, MONDO_0002037	EGR1, SP1, YY1, NRF2, STAT3
7157	12411481	MONDO:0016411, MONDO:0001754, MONDO:0013580	Nuclear factor-kappa B (NF-kappa B), Signal transducer and activator of transcription 3 (STAT3)
7157	12413700	MONDO:0005068, MONDO:0005090, MONDO:0017887, MONDO:0019839, MONDO:0012923	ELK1, NFAT5, p65, AP-1, Sp1, STAT3
7157	12419336	MONDO_0013236, MONDO_0015090	NFI_A, SP1, PLZF
7157	12419825	MONDO:0004976, MONDO:0007032	YY1, E2F1, E2F6, SP1
7157	12420214	MONDO:0005465, MONDO:0019938, MONDO:0006420, MONDO:0005417	TFs directly associated with the gene ID 7157 in the paper with pubmed ID 12420214 are: CEBPB, CEBPD.
7157	12420220	MONDO_0007257, MONDO_0007256, MONDO_0015561	ELK-1, EGR1, EGR2, SP1, SP3
7157	12421820	MONDO:0005090, MONDO:0002142, MONDO:0019180	SP1, SP3, YY1
7157	12426395	MONDO_0009055,MONDO_0007833	GATA-6, LHX3, PAX-6, EN1, NKX2-9, MSX-2, HNF-1, LHX3, NKX6.1,HOXA5.
7157	12427745	MONDO_0000975, MONDO_0007099, MONDO_0019624	ETS1, STAT1, STAT3
7157	12427754	MONDO:0005036, MONDO:0005459, MONDO:0010417, MONDO:0007123, MONDO:0010815	SP1, NFAT, AP-1, STAT3
7157	12429911	MONDO:0005298, MONDO:0007372	EGR1, NRF-2, NRF-1, YY1, Sp1, CREB-2, CRE-BP1, ATF-1, c-Jun, ERα, GATA-1, WT1.
7157	12430182	MONDO_0002252, MONDO_0019600, MONDO_0005291	SP1, AP2, PEA3, EBOX, MYC, CREB
7157	12432277	MONDO_0007703,MONDO_0005299,MONDO_0008310,MONDO_0008311,MONDO_0008746,MONDO_0009761,MONDO_0008049,MONDO_0018762,MONDO_0009080,MONDO_0019960	SP1, VDR, TRANCE, NFIL3, AHR, E2F-1, C-Rel
7157	12433927	MONDO_0001774, MONDO_0019487	HNF1, TCF1, C/EBP, HNF4, COUP-TFII
7157	12433990	MONDO:0000001, MONDO:0001455	NFKB1, RELA, GATA3, STAT1, STAT3, STAT5A
7157	12434001	MONDO_0007253, MONDO_0019391, MONDO_0019392	FOXM1, SP1
7157	12434121	MONDO:0002379, MONDO:0007787, MONDO:0007813	SP1, SP3
7157	12434294	MONDO:0007032, MONDO:0008305, MONDO:0005781	ELK-1, SRF, NRF-1
7157	12438652	MONDO_0000184,MONDO_0000554,MONDO_0004942	FOXA1, FOXC1
7157	12439747	MONDO:0001521, MONDO:0007455, MONDO:0007409	E2F4, E2F3, SP1
7157	12444079	MONDO_0010318, MONDO_0019288, MONDO_0019285, MONDO_0018307, MONDO_0019287, MONDO_0019286, MONDO_0001093, MONDO_0001024	E2F1, E2F3, E2F4, E2F5, DP1
7157	12445188	MONDO:0005315, MONDO:0001235	E2F, GATA-1, NF-Y, Sp1, Sp3
7157	12445252	MONDO_0016456, MONDO_0007455	E2F1, E2F2, E2F3, E2F4, E2F5
7157	12445680	MONDO_0003107,MONDO_0000927	ELK-1, ETS1, SP1, USF, NRF-1
7157	12446718	MONDO:0004976, MONDO:0009133	E2F-1, E2F-2, E2F-3, E2F-4, E2F-5
7157	12446780	MONDO:0007256, MONDO:0007552, MONDO:0008109, MONDO:0019063	C/EBP beta, JunD
7157	12447653	MONDO:0010150, MONDO:0011727	SP1, USF1, NFκB, E2F, ETS, CREB, AP-1, MYC
7157	12451999	MONDO:0010328, MONDO:0010940	ETS1, JUN, MYC, SP1, STAT1
7157	12452037	MONDO_0005597, MONDO_0007901, MONDO_0007102	SP1, NF-KAPPA B, RELA, SP3, SP4
7157	12452062	MONDO:0004957, MONDO:0007531, MONDO:0008152, MONDO:0005970, MONDO:0006028, MONDO:0019563, MONDO:0007915, MONDO:0019858, MONDO:0007915	ELK1, MAX, NFIC
7157	12458344	MONDO_0000698,MONDO_0007256,MONDO_0002033,MONDO_0001521,MONDO_0006283,MONDO_0017884,MONDO_0009049,MONDO_0010238,MONDO_0020686	EGR1, SP1, CEBPB, NFATc, USF1, IRF1
7157	12459171	MONDO:0007034, MONDO:0005160	SP-1, SP-3, AP-1, NF-κB, ATF-2
7157	12459315	MONDO_0007254, MONDO_0036430, MONDO_0007265	E2F1, NF-kappa B, Sp1, Sp3
7157	12459451	MONDO:0017884, MONDO:0006698, MONDO:0016575	NFKB1, RELA, STAT3, IRF1
7157	12459463	MONDO:0005267, MONDO:0005090, MONDO:0005406, MONDO:0004929, MONDO:0001824	SP1, YY1, C/EBP.beta.
7157	12459877	MONDO_0007256, MONDO_0007259, MONDO_0000963, MONDO_0006801, MONDO_0008428, MONDO_0004365	E2F1, p300, HATs, HMGIY
7157	12464630	MONDO_0007256, MONDO_0007255, MONDO_0007257	MEF2C, PPAR-gamma, GATA3, GATA4, C/EBP-alpha, Egr-1, Nur77,  NRF1
7157	12467072	MONDO:0007444, MONDO:0007628, MONDO:0019330	E2F-1, DP-1, E2F-3, E2F-7, c-Jun, Sp1
7157	12468914	MONDO_0000001, MONDO_0008446, MONDO_0002076, MONDO_0006939, MONDO_0002023, MONDO_0005015	SP1, PLAG1, GLI1, MAD1, T-ALL1
7157	12470840	MONDO_0017883, MONDO_0017884, MONDO_0017885, MONDO_0017886, MONDO_0017887, MONDO_0017888	GATA-1, GATA-2, EKLF/KLF1, PU.1, Ying-Yang 1, Sp1.
7157	12471108	MONDO:0005128, MONDO:0001060, MONDO:0005830, MONDO:0002076, MONDO:0006664, MONDO:0007915	ELK1, SP1
7157	12471629	MONDO_0005419,MONDO_0007822,MONDO_0017885,MONDO_0000254,MONDO_0005276,MONDO_0005333	YY1, HDAC1, HDAC2, C/EBPbeta.
7157	12474051	MONDO_0007254, MONDO_0007256, MONDO_0010047, MONDO_0010048, MONDO_0010050, MONDO_0011382	CTCF, EGR1, P300, NRSF, YY1, NRF1
7157	12477932	MONDO_0007038, MONDO_0005245, MONDO_0003194	MEF2C, NFAT, NRF1, SP1
7157	12479364	MONDO:0000001,MONDO:0001237,MONDO:0004927,MONDO:0005255,MONDO:0005436,MONDO:0008199	NFKB1, SPI1, STAT1
7157	12479855	MONDO:0003763, MONDO:0009391, MONDO:0009484, MONDO:0009739	ELK1, EGR1, EGR3, ETS, FOS, JUN, YWHAH
7157	12480939	MONDO_0000897, MONDO_0017887, MONDO_0017944	SP1, SP3, NF-kappa B
7157	12482984	MONDO:0009833, MONDO:0017881	E2F1, E2F4, E2F5, Sp1, YY1
7157	12492368	MONDO:0005028, MONDO:0017882, MONDO:0009963	E2F1, E2F4, E2F5, E2F8
7157	12492369	MONDO:0007177, MONDO:0017884, MONDO:0021171	E2F, SP1, AP2, YY1.
7157	12492370	MONDO:0014057, MONDO:0014059, MONDO:0014884, MONDO:0014990, MONDO:0019057	SP1, E2F1, NRF1, CREB, NFYA, NFYB, NFYC, YY1
7157	12494467	MONDO:0005394, MONDO:0017887, MONDO:00107	E2F1, ATF2, SP1, STAT3, NF-kappaB, CREB1, and USF1.
7157	12496062	MONDO:0007033, MONDO:0005396, MONDO:0001988	EGR2, SP1, SP3, YY1, NF1
7157	12496474	MONDO:0009740, MONDO:0034776, MONDO:0018903	SP1, SP3, YY1, AP2, N-Myc
7157	12496479	MONDO_0007691,MONDO_0020056,MONDO_0019391,MONDO_0008433,MONDO_0009256,MONDO_0008533,MONDO_0008383,MONDO_0008976,MONDO_0008335,MONDO_0009024,MONDO_0019392,MONDO_0010819,MONDO_0002994,MONDO_0005090,MONDO_0001306,MONDO_0000356,MONDO_0002159,MONDO_0010837	E2F1, SP1, AP-1, NRF-1
7157	12496480	MONDO:0008827, MONDO:0009556, MONDO:0009372	SP1, ETS1, YY1, NRF-1
7157	12499093	MONDO:0004935, MONDO:0018885	SP1, NFY, MZF1, NRF-1
7157	12499368	MONDO:0012863, MONDO:0006443	ELF1, GATA1, GATA2, GATA3, GATA4, GATA5, GATA6, GATA7, GATA8, GATA9
7157	12501250	MONDO_0014508, MONDO_0005333, MONDO_0005090, MONDO_0000823, MONDO_0005301, MONDO_0005012, MONDO_0005180, MONDO_0005251, MONDO_0002063, MONDO_0001795, MONDO_0015236, MONDO_0007703	ELK1, ELK4, ELF1, GM272, MYOG, SIX5
7157	12503212	MONDO:0004980, MONDO:0018874	FOXO3A, SRF, MEF2A, NF-κB, SP1
7157	12505256	MONDO_0018873, MONDO_0005276, MONDO_0014016, MONDO_0007256, MONDO_0016506	SP1, NFY, AP2, CTF/NF1, USF, YY1
7157	12507430	MONDO_0005036, MONDO_0006869	E2F-1, E2F-3
7157	12507556	MONDO_0002410,MONDO_0002853,MONDO_0006076,MONDO_0001633,MONDO_0018279	SP1, SP3
7157	12508351	MONDO_0010613, MONDO_0000192, MONDO_0014056, MONDO_0015224	EGR1, selenocysteine tRNA gene and rRNA transcription factor 1
7157	12509469	MONDO_0007234, MONDO_0008749, MONDO_0017556, MONDO_0019061	SP1, GATA-1, AP-1, Myb, Ets-1
7157	12514174	MONDO_0001013,MONDO_0006483,MONDO_0005398,MONDO_0010063,MONDO_0010692	E2F, SP1, YY1
7157	12514180	MONDO_0002415,MONDO_0004093,MONDO_0007034,MONDO_0021170,MONDO_0021195,MONDO_0021681,MONDO_0024227	FOXO4
7157	12515622	MONDO:0005577, MONDO:0019465, MONDO:0004967, MONDO:0006796	Sp1, AP2.
7157	12518062	MONDO_0015419, MONDO_0005588, MONDO_0005587, MONDO_0005382	GATA1, ,NFYA, SP1, YY1
7157	12519780	MONDO_0016410, MONDO_0018398	SP1, EP300, YY1
7157	12524418	MONDO:0008800, MONDO:0100086	GATA-1, Fli-1
7157	12524540	MONDO:0005090, MONDO:0004318, MONDO:0004419, MONDO:0011581, MONDO:0012329	E2F1, E2F2, E2F3, E2F4, E2F5, E2F6, E2F7
7157	12526791	MONDO:0005417, MONDO:0007191, MONDO:0006762	SP1, YY1, p53
